students,0.34125750339941463
students,0.34125750339941463
social,0.15031731516079924
students,0.34125750339941463
social,0.15031731516079924
group,0.29589724848463356
therapy,0.2873404537866046
anxiety,0.36165219259232995
depression,0.11507115218846863
mood,0.22103111829738817
cognitive,0.11051555914869408
strategies,0.11051555914869408
appropriate,0.2873404537866046
experiencing,0.11051555914869408
mild,0.1326186709784329
moderate,0.1326186709784329
exercise,0.1326186709784329
sleep,0.11051555914869408
body,0.15472178280817173
image,0.11051555914869408
students,0.34125750339941463
group,0.29589724848463356
anxiety,0.36165219259232995
depression,0.11507115218846863
students,0.34125750339941463
anxiety,0.36165219259232995
depression,0.11507115218846863
group,0.29589724848463356
